financial_id,incident_id,cost_category,amount_usd,currency,recorded_date
FIN01725,INC00061,Customer Notification,138641.3,USD,2025-01-03
FIN01726,INC00202,Remediation,56652.85,USD,2025-06-20
FIN01727,INC00202,PR/Reputation,246920.6,USD,2026-01-23
FIN01728,INC00420,Regulatory Fine,250.0,USD,2026-01-26
FIN01729,INC00650,Downtime Loss,250.0,USD,2026-01-01
FIN01730,INC00114,PR/Reputation,43438.28,USD,2024-07-31
FIN01731,INC00651,Forensics,45812.64,USD,2025-10-21
FIN01732,INC00624,Customer Notification,250.0,USD,2026-04-14
FIN01733,INC00624,PR/Reputation,73065.42,USD,2025-07-11
FIN01734,INC01440,Remediation,56994.85,USD,2026-02-06
FIN01735,INC00520,Customer Notification,158800.73,USD,2024-07-27
FIN01736,INC00598,Uncategorized,72485.79,USD,2024-08-08
FIN01737,INC00088,Forensics,83021.05,USD,2026-04-18
FIN01738,INC01304,Uncategorized,175661.71,USD,2026-05-03
FIN01739,INC01195,Customer Notification,61533.41,USD,2026-04-09
FIN01740,INC01018,Remediation,250.0,USD,2026-05-12
FIN01741,INC00477,Forensics,67378.18,USD,2026-06-25
FIN01742,INC00477,Downtime Loss,13575.36,USD,2026-03-31
FIN01743,INC00989,Downtime Loss,38720.47,USD,2026-05-07
FIN01744,INC00023,Remediation,250.0,USD,2025-02-05
FIN01745,INC00023,Regulatory Fine,250.0,USD,2026-03-09
FIN01746,INC01470,Uncategorized,250.0,USD,2025-09-02
FIN01747,INC01799,Forensics,250.0,USD,2024-08-07
FIN01748,INC00918,Forensics,45812.64,USD,2026-01-27
FIN01749,INC00080,Regulatory Fine,146443.5,USD,2025-05-31
FIN01750,INC00080,Forensics,250.0,USD,2025-01-29
FIN01751,INC00136,Downtime Loss,3059.26,USD,2024-12-04
FIN01752,INC00136,Forensics,250.0,USD,2026-01-31
FIN01753,INC01162,Regulatory Fine,74023.2,USD,2025-07-04
FIN01754,INC00350,Legal,221751.37,USD,2025-05-21
FIN01755,INC01071,Legal,123274.04,USD,2025-10-16
FIN01756,INC00648,Forensics,250.0,USD,2024-10-07
FIN01757,INC01348,Uncategorized,147608.46,USD,2024-12-19
FIN01758,INC01812,Regulatory Fine,15122.24,USD,2025-12-10
FIN01759,INC00272,Legal,107544.86,USD,2026-04-15
FIN01760,INC01400,Remediation,250.0,USD,2025-06-08
FIN01761,INC01400,Legal,250.0,USD,2026-06-29
FIN01762,INC00804,Regulatory Fine,250.0,USD,2026-06-09
FIN01763,INC00491,Regulatory Fine,111074.67,USD,2025-04-12
FIN01764,INC00549,Forensics,44887.35,USD,2024-07-12
FIN01765,INC00549,Uncategorized,17279.34,USD,2025-03-26
FIN01766,INC00981,Uncategorized,250.0,USD,2025-04-22
FIN01767,INC00430,Remediation,170903.87,USD,2025-11-26
FIN01768,INC00273,Downtime Loss,70732.23,USD,2026-04-22
FIN01769,INC00273,Uncategorized,127744.1,USD,2024-10-21
FIN01770,INC00783,Downtime Loss,250.0,USD,2025-09-28
FIN01771,INC00561,Remediation,118740.85,USD,2025-04-19
FIN01772,INC00962,Customer Notification,61533.41,USD,2025-09-01
FIN01773,INC00961,Regulatory Fine,74023.2,USD,2026-04-14
FIN01774,INC00961,Remediation,164310.54,USD,2025-04-08
FIN01775,INC00280,Forensics,250.0,USD,2024-08-06
FIN01776,INC01154,Downtime Loss,70732.23,USD,2024-09-05
FIN01777,INC01154,PR/Reputation,89772.67,USD,2026-06-28
FIN01778,INC00213,Remediation,250.0,USD,2025-01-26
FIN01779,INC01888,PR/Reputation,250.0,USD,2026-03-25
FIN01780,INC01642,Customer Notification,250.0,USD,2024-12-29
FIN01781,INC01050,Uncategorized,72485.79,USD,2025-07-06
FIN01782,INC00753,Remediation,56652.85,USD,2025-06-28
FIN01783,INC00844,Legal,250.0,USD,2024-12-13
FIN01784,INC00756,Forensics,45812.64,USD,2024-10-14
FIN01785,INC01355,Downtime Loss,250.0,USD,2025-09-04
FIN01786,INC01355,Regulatory Fine,204333.43,USD,2025-04-13
FIN01787,INC00943,Uncategorized,72485.79,USD,2024-10-02
FIN01788,INC01742,Uncategorized,61553.24,USD,2025-07-01
FIN01789,INC01934,Legal,250.0,USD,2024-08-27
FIN01790,INC01934,Remediation,250.0,USD,2024-07-12
FIN01791,INC00468,Uncategorized,250.0,USD,2024-09-24
FIN01792,INC00464,Legal,56164.0,USD,2025-04-10
FIN01793,INC00619,Regulatory Fine,74023.2,USD,2025-07-14
FIN01794,INC00619,Remediation,56652.85,USD,2025-02-25
FIN01795,INC00684,Legal,190587.58,USD,2025-03-22
FIN01796,INC00684,Uncategorized,250.0,USD,2024-08-18
FIN01797,INC01528,Uncategorized,28550.55,USD,2025-12-21
FIN01798,INC01528,Customer Notification,143801.44,USD,2026-05-07
FIN01799,INC00448,Uncategorized,79041.31,USD,2024-11-12
FIN01800,INC00591,Remediation,92485.47,USD,2025-05-08
FIN01801,INC01074,Remediation,81790.81,USD,2025-06-27
FIN01802,INC01074,Customer Notification,73206.04,USD,2026-04-08
FIN01803,INC00557,Regulatory Fine,56342.37,USD,2025-01-21
FIN01804,INC01407,Remediation,143593.89,USD,2025-07-17
FIN01805,INC01407,Downtime Loss,250.0,USD,2025-07-16
FIN01806,INC01914,Downtime Loss,141412.92,USD,2025-11-22
FIN01807,INC01914,Remediation,56652.85,USD,2026-04-18
FIN01808,INC01341,Regulatory Fine,10683.83,USD,2025-02-01
FIN01809,INC01362,Legal,250.0,USD,2025-11-12
FIN01810,INC01084,Forensics,213776.85,USD,2026-04-13
FIN01811,INC01241,Forensics,159213.75,USD,2025-09-16
FIN01812,INC01241,Regulatory Fine,116169.0,USD,2025-06-28
FIN01813,INC01795,Remediation,168267.67,USD,2024-09-19
FIN01814,INC00207,Regulatory Fine,250.0,USD,2024-12-04
FIN01815,INC00207,PR/Reputation,250.0,USD,2025-08-18
FIN01816,INC01625,Downtime Loss,13560.75,USD,2026-01-26
FIN01817,INC01363,Remediation,56652.85,USD,2024-10-15
FIN01818,INC00895,Downtime Loss,70732.23,USD,2026-01-06
FIN01819,INC01156,Regulatory Fine,129857.38,USD,2025-08-07
FIN01820,INC01513,Forensics,45812.64,USD,2024-10-22
FIN01821,INC01187,Downtime Loss,70732.23,USD,2026-01-07
FIN01822,INC01187,Legal,220654.56,USD,2025-09-24
FIN01823,INC01197,Legal,209050.58,USD,2025-11-25
FIN01824,INC01197,Remediation,235287.6,USD,2026-03-06
FIN01825,INC00297,Downtime Loss,70732.23,USD,2025-02-17
FIN01826,INC01060,Remediation,56652.85,USD,2024-09-04
FIN01827,INC00798,PR/Reputation,170813.88,USD,2024-11-24
FIN01828,INC00757,Forensics,250.0,USD,2025-07-21
FIN01829,INC00757,Downtime Loss,70732.23,USD,2024-08-04
FIN01830,INC00109,Remediation,225265.18,USD,2026-05-04
FIN01831,INC01106,Forensics,250.0,USD,2025-01-23
FIN01832,INC01430,Regulatory Fine,119581.1,USD,2025-01-20
FIN01833,INC01449,Remediation,178031.53,USD,2026-02-01
FIN01834,INC01449,Regulatory Fine,245897.64,USD,2025-03-01
FIN01835,INC00184,Remediation,210447.46,USD,2025-02-01
FIN01836,INC00471,Regulatory Fine,28533.25,USD,2025-02-20
FIN01837,INC00912,Legal,83895.16,USD,2024-11-16
FIN01838,INC00912,Regulatory Fine,106651.43,USD,2025-01-30
FIN01839,INC01082,Regulatory Fine,74023.2,USD,2024-09-19
FIN01840,INC01082,PR/Reputation,229114.23,USD,2024-11-23
FIN01841,INC01925,PR/Reputation,40152.31,USD,2026-06-20
FIN01842,INC01738,Downtime Loss,177317.23,USD,2025-09-24
FIN01843,INC01391,PR/Reputation,73065.42,USD,2026-02-12
FIN01844,INC00093,Forensics,66764.48,USD,2024-07-24
FIN01845,INC01498,Forensics,45812.64,USD,2026-03-12
FIN01846,INC01498,Regulatory Fine,46343.34,USD,2025-12-10
FIN01847,INC00318,Customer Notification,56341.92,USD,2025-02-02
FIN01848,INC01853,Remediation,250.0,USD,2025-09-20
FIN01849,INC01853,Remediation,61446.66,USD,2024-09-22
FIN01850,INC00274,Downtime Loss,231458.2,USD,2025-11-04
FIN01851,INC00254,Regulatory Fine,250.0,USD,2024-07-08
FIN01852,INC00939,PR/Reputation,30682.17,USD,2025-06-07
FIN01853,INC01671,Regulatory Fine,171436.65,USD,2024-09-08
FIN01854,INC00349,Customer Notification,110679.29,USD,2026-02-17
FIN01855,INC00720,Uncategorized,145216.12,USD,2025-05-30
FIN01856,INC00590,Uncategorized,250.0,USD,2025-08-15
FIN01857,INC01499,Legal,181148.36,USD,2025-06-26
FIN01858,INC00602,Downtime Loss,36069.67,USD,2025-03-16
FIN01859,INC01705,Legal,243074.63,USD,2024-11-24
FIN01860,INC00734,Regulatory Fine,74023.2,USD,2025-04-04
FIN01861,INC01503,PR/Reputation,158148.08,USD,2024-07-06
FIN01862,INC01689,Regulatory Fine,250.0,USD,2025-01-16
FIN01863,INC00510,Forensics,45812.64,USD,2026-01-17
FIN01864,INC00510,Uncategorized,250.0,USD,2025-02-13
FIN01865,INC00792,Regulatory Fine,74023.2,USD,2026-06-20
FIN01866,INC00792,Downtime Loss,70732.23,USD,2025-03-05
FIN01867,INC01068,Remediation,164161.82,USD,2025-09-15
FIN01868,INC01673,PR/Reputation,249715.54,USD,2024-10-09
FIN01869,INC00134,PR/Reputation,186807.0,USD,2026-03-20
FIN01870,INC00988,Legal,53418.13,USD,2024-12-14
FIN01871,INC01487,Uncategorized,72485.79,USD,2024-12-02
FIN01872,INC00041,Regulatory Fine,157733.28,USD,2024-11-27
FIN01873,INC00821,Downtime Loss,91164.72,USD,2026-04-19
FIN01874,INC00821,PR/Reputation,250.0,USD,2026-03-11
FIN01875,INC01145,Legal,56164.0,USD,2025-11-14
FIN01876,INC01475,Legal,106219.72,USD,2026-03-29
FIN01877,INC01485,PR/Reputation,250.0,USD,2024-11-23
FIN01878,INC00816,Remediation,231748.44,USD,2024-10-14
FIN01879,INC00546,Remediation,250.0,USD,2025-02-12
FIN01880,INC00055,Customer Notification,61533.41,USD,2025-08-19
FIN01881,INC00951,Remediation,115668.47,USD,2025-06-12
FIN01882,INC00951,Legal,146670.97,USD,2026-05-24
FIN01883,INC00975,Remediation,250.0,USD,2024-10-26
FIN01884,INC00396,Forensics,250.0,USD,2024-10-23
FIN01885,INC00906,Customer Notification,250.0,USD,2026-04-23
FIN01886,INC00172,PR/Reputation,238267.78,USD,2025-02-13
FIN01887,INC00172,Regulatory Fine,250.0,USD,2024-08-21
FIN01888,INC00069,Remediation,25882.93,USD,2025-10-16
FIN01889,INC00799,Forensics,64448.33,USD,2025-10-07
FIN01890,INC01491,Downtime Loss,7010.85,USD,2024-12-22
FIN01891,INC01303,Customer Notification,194118.54,USD,2025-09-08
FIN01892,INC00570,Downtime Loss,250.0,USD,2026-05-05
FIN01893,INC00814,Legal,250.0,USD,2024-08-01
FIN01894,INC00005,Customer Notification,227909.55,USD,2025-08-26
FIN01895,INC00005,Legal,250.0,USD,2026-01-17
FIN01896,INC01251,Regulatory Fine,250.0,USD,2026-06-23
FIN01897,INC01251,Regulatory Fine,226351.42,USD,2025-12-06
FIN01898,INC01381,Remediation,180309.58,USD,2025-07-07
FIN01899,INC01510,Legal,56164.0,USD,2024-12-18
FIN01900,INC00802,Legal,56164.0,USD,2025-02-12
FIN01901,INC00217,Legal,56164.0,USD,2026-05-13
FIN01902,INC00431,Forensics,250.0,USD,2024-10-05
FIN01903,INC00475,Regulatory Fine,250.0,USD,2025-06-18
FIN01904,INC00736,Downtime Loss,70732.23,USD,2024-07-11
FIN01905,INC01300,Remediation,250.0,USD,2026-05-04
FIN01906,INC00183,Customer Notification,250.0,USD,2025-03-15
FIN01907,INC00886,Forensics,171913.03,USD,2025-07-05
FIN01908,INC00214,Uncategorized,250.0,USD,2026-01-23
FIN01909,INC00670,Downtime Loss,139329.11,USD,2025-09-17
FIN01910,INC00685,Customer Notification,61533.41,USD,2024-07-15
FIN01911,INC01784,Customer Notification,43433.83,USD,2025-05-13
FIN01912,INC01785,Downtime Loss,151052.9,USD,2025-01-05
FIN01913,INC00146,Forensics,249149.28,USD,2024-08-23
FIN01914,INC00095,Customer Notification,250.0,USD,2026-06-22
FIN01915,INC00693,Regulatory Fine,250.0,USD,2025-06-25
FIN01916,INC00693,Regulatory Fine,250.0,USD,2025-08-08
FIN01917,INC00499,Uncategorized,99335.23,USD,2025-04-11
FIN01918,INC01373,PR/Reputation,73065.42,USD,2025-06-29
FIN01919,INC00529,Remediation,250.0,USD,2026-02-11
FIN01920,INC00043,Remediation,70888.4,USD,2025-05-08
FIN01921,INC01770,Forensics,250.0,USD,2024-12-08
FIN01922,INC01770,Legal,56164.0,USD,2025-06-22
FIN01923,INC01621,Forensics,45812.64,USD,2025-09-16
FIN01924,INC00664,PR/Reputation,5988.76,USD,2025-01-07
FIN01925,INC00423,PR/Reputation,220327.82,USD,2024-08-18
FIN01926,INC00423,Uncategorized,72485.79,USD,2025-02-25
FIN01927,INC00891,Legal,49484.03,USD,2026-04-29
FIN01928,INC01640,Uncategorized,196233.19,USD,2025-10-02
FIN01929,INC01923,Regulatory Fine,184920.05,USD,2025-10-14
FIN01930,INC01735,Remediation,250.0,USD,2024-09-18
FIN01931,INC01119,Forensics,45812.64,USD,2026-04-23
FIN01932,INC01590,Uncategorized,250.0,USD,2025-01-30
FIN01933,INC01527,PR/Reputation,65925.09,USD,2025-02-03
FIN01934,INC00186,Customer Notification,61533.41,USD,2025-06-18
FIN01935,INC00186,Uncategorized,250.0,USD,2025-01-23
FIN01936,INC00972,Uncategorized,250.0,USD,2024-07-17
FIN01937,INC00509,Legal,194419.81,USD,2024-07-26
FIN01938,INC00038,Legal,173248.82,USD,2025-12-21
FIN01939,INC00926,Customer Notification,250.0,USD,2025-11-14
FIN01940,INC00812,Downtime Loss,146078.02,USD,2026-01-23
FIN01941,INC00812,Legal,250.0,USD,2025-02-27
FIN01942,INC00490,Legal,56164.0,USD,2025-01-14
FIN01943,INC00360,Legal,56164.0,USD,2024-07-08
FIN01944,INC01846,Uncategorized,250.0,USD,2026-01-06
FIN01945,INC00935,PR/Reputation,73065.42,USD,2024-12-23
FIN01946,INC00833,Remediation,74048.98,USD,2025-02-25
FIN01947,INC00833,Legal,56164.0,USD,2025-10-05
FIN01948,INC01545,Legal,144844.18,USD,2026-06-27
FIN01949,INC01545,Regulatory Fine,16531.27,USD,2025-06-01
FIN01950,INC00957,Forensics,45812.64,USD,2024-07-06
FIN01951,INC01295,Downtime Loss,250.0,USD,2025-04-06
FIN01952,INC01295,Legal,56164.0,USD,2024-07-11
FIN01953,INC01159,Customer Notification,158033.23,USD,2025-03-20
FIN01954,INC00979,PR/Reputation,58402.68,USD,2024-08-10
FIN01955,INC01504,Legal,250.0,USD,2026-01-13
FIN01956,INC01587,Customer Notification,61533.41,USD,2024-09-09
FIN01957,INC01227,Legal,122116.38,USD,2026-02-08
FIN01958,INC00181,Forensics,5034.02,USD,2026-06-10
FIN01959,INC01484,Uncategorized,72485.79,USD,2025-09-25
FIN01960,INC00947,PR/Reputation,26702.68,USD,2025-03-21
FIN01961,INC00558,Downtime Loss,228358.17,USD,2025-05-17
FIN01962,INC00828,Forensics,250.0,USD,2025-08-09
FIN01963,INC01638,Customer Notification,61533.41,USD,2024-09-07
FIN01964,INC01379,Forensics,135837.2,USD,2025-06-17
FIN01965,INC00127,Uncategorized,72485.79,USD,2025-12-26
FIN01966,INC01719,Legal,154726.85,USD,2024-07-03
FIN01967,INC00357,Regulatory Fine,191948.53,USD,2025-09-21
FIN01968,INC00357,Uncategorized,250.0,USD,2025-07-17
FIN01969,INC00319,Remediation,41640.51,USD,2025-06-10
FIN01970,INC00319,Uncategorized,74980.53,USD,2025-05-17
FIN01971,INC00840,Downtime Loss,67875.89,USD,2025-10-22
FIN01972,INC00855,Forensics,250.0,USD,2024-08-22
FIN01973,INC00855,PR/Reputation,73065.42,USD,2025-11-08
FIN01974,INC00441,Customer Notification,123252.74,USD,2024-09-22
FIN01975,INC01277,Forensics,156574.4,USD,2025-12-20
FIN01976,INC00733,Legal,153284.81,USD,2025-01-27
FIN01977,INC01634,Customer Notification,144032.78,USD,2026-05-20
FIN01978,INC01721,Customer Notification,61533.41,USD,2025-12-27
FIN01979,INC01721,Regulatory Fine,96526.34,USD,2025-05-02
FIN01980,INC00429,Legal,151357.91,USD,2024-12-02
FIN01981,INC00429,PR/Reputation,250.0,USD,2024-12-24
FIN01982,INC00025,Downtime Loss,223278.96,USD,2025-10-10
FIN01983,INC00556,Downtime Loss,49963.23,USD,2025-07-20
FIN01984,INC00556,Legal,249071.56,USD,2025-07-13
FIN01985,INC00257,Regulatory Fine,74023.2,USD,2024-12-17
FIN01986,INC01234,Forensics,250.0,USD,2026-03-08
FIN01987,INC00296,Remediation,250.0,USD,2026-03-01
FIN01988,INC00627,Customer Notification,61533.41,USD,2026-06-05
FIN01989,INC00820,Forensics,128461.43,USD,2024-07-28
FIN01990,INC01859,Legal,56164.0,USD,2025-05-27
FIN01991,INC01859,Legal,19359.11,USD,2026-03-11
FIN01992,INC01455,Remediation,181164.16,USD,2026-03-12
FIN01993,INC01455,Regulatory Fine,250.0,USD,2025-08-06
FIN01994,INC00091,Downtime Loss,138165.41,USD,2025-04-28
FIN01995,INC00819,PR/Reputation,71225.18,USD,2026-01-23
FIN01996,INC00857,Forensics,250.0,USD,2026-01-12
FIN01997,INC00630,PR/Reputation,155255.95,USD,2025-11-13
FIN01998,INC00044,Legal,250.0,USD,2025-11-30
FIN01999,INC00044,Remediation,123876.24,USD,2026-05-07
FIN02000,INC00507,Customer Notification,250.0,USD,2025-12-14
FIN02001,INC00040,Downtime Loss,250.0,USD,2025-06-21
FIN02002,INC01552,Forensics,250.0,USD,2024-09-07
FIN02003,INC00458,Customer Notification,61533.41,USD,2025-11-03
FIN02004,INC00015,Downtime Loss,13248.25,USD,2025-07-30
FIN02005,INC00329,Forensics,45812.64,USD,2025-05-31
FIN02006,INC00329,Remediation,56652.85,USD,2024-11-12
FIN02007,INC01408,Remediation,250.0,USD,2026-01-15
FIN02008,INC01677,Uncategorized,112251.62,USD,2024-11-17
FIN02009,INC01087,Remediation,232496.55,USD,2025-11-13
FIN02010,INC00532,Uncategorized,89065.34,USD,2025-03-05
FIN02011,INC01951,Remediation,210646.29,USD,2026-05-05
FIN02012,INC00266,Customer Notification,61533.41,USD,2026-02-25
FIN02013,INC00907,Uncategorized,72485.79,USD,2026-02-24
FIN02014,INC00658,Regulatory Fine,74023.2,USD,2025-04-22
FIN02015,INC00658,Downtime Loss,28538.77,USD,2025-10-17
FIN02016,INC00871,PR/Reputation,199882.42,USD,2025-04-02
FIN02017,INC00371,Customer Notification,131603.13,USD,2026-03-19
FIN02018,INC00310,Forensics,42555.04,USD,2024-12-30
FIN02019,INC00310,Regulatory Fine,59656.81,USD,2025-12-24
FIN02020,INC00607,Remediation,56652.85,USD,2024-11-19
FIN02021,INC01778,PR/Reputation,250.0,USD,2024-07-03
FIN02022,INC01013,Forensics,250.0,USD,2025-12-16
FIN02023,INC00923,Remediation,76631.74,USD,2025-09-25
FIN02024,INC01632,Regulatory Fine,153967.93,USD,2026-05-11
FIN02025,INC01912,Downtime Loss,70732.23,USD,2024-10-26
FIN02026,INC01360,Forensics,130842.97,USD,2025-04-23
FIN02027,INC00143,Regulatory Fine,157489.73,USD,2025-04-18
FIN02028,INC01385,Legal,56164.0,USD,2024-07-14
FIN02029,INC00879,Downtime Loss,70732.23,USD,2025-10-17
FIN02030,INC01944,Remediation,175850.29,USD,2025-06-20
FIN02031,INC01944,Downtime Loss,250.0,USD,2025-09-22
FIN02032,INC01201,Uncategorized,174314.83,USD,2025-06-30
FIN02033,INC01509,PR/Reputation,73065.42,USD,2025-04-29
FIN02034,INC00786,Remediation,189202.62,USD,2024-08-30
FIN02035,INC01688,Forensics,45812.64,USD,2025-09-30
FIN02036,INC00781,Forensics,167408.15,USD,2025-12-02
FIN02037,INC00781,Customer Notification,50298.39,USD,2025-12-09
FIN02038,INC00294,Forensics,45812.64,USD,2024-07-20
FIN02039,INC00354,PR/Reputation,73065.42,USD,2026-03-17
FIN02040,INC00354,Downtime Loss,250.0,USD,2025-11-23
FIN02041,INC00740,PR/Reputation,204998.23,USD,2025-11-21
FIN02042,INC01599,Legal,1299.47,USD,2024-11-05
FIN02043,INC01468,Remediation,153155.15,USD,2025-04-19
FIN02044,INC00223,Customer Notification,250.0,USD,2025-12-08
FIN02045,INC01952,Customer Notification,61533.41,USD,2025-07-07
FIN02046,INC01629,Regulatory Fine,74023.2,USD,2024-07-02
FIN02047,INC01629,Remediation,12472.84,USD,2025-05-13
FIN02048,INC01157,Forensics,193939.75,USD,2026-01-03
FIN02049,INC01676,Legal,56164.0,USD,2026-03-28
FIN02050,INC01676,Customer Notification,61533.41,USD,2025-12-19
FIN02051,INC00644,Legal,38320.42,USD,2026-02-28
FIN02052,INC01344,Downtime Loss,13222.14,USD,2026-01-09
FIN02053,INC01508,Forensics,250.0,USD,2024-08-07
FIN02054,INC00944,Forensics,101438.68,USD,2024-08-22
FIN02055,INC00944,Legal,217381.54,USD,2024-09-15
FIN02056,INC01079,Legal,250.0,USD,2026-04-10
FIN02057,INC00090,Forensics,67295.34,USD,2024-10-31
FIN02058,INC01308,Customer Notification,250.0,USD,2025-05-09
FIN02059,INC01070,Regulatory Fine,162263.34,USD,2025-10-11
FIN02060,INC01614,Remediation,56652.85,USD,2025-07-18
FIN02061,INC01614,Remediation,57714.19,USD,2025-11-22
FIN02062,INC01644,Uncategorized,72485.79,USD,2025-05-17
FIN02063,INC01653,Customer Notification,250.0,USD,2024-11-03
FIN02064,INC01653,Regulatory Fine,35648.24,USD,2026-05-29
FIN02065,INC00391,Uncategorized,72485.79,USD,2025-10-14
FIN02066,INC01594,PR/Reputation,73065.42,USD,2025-03-08
FIN02067,INC00971,Downtime Loss,150749.48,USD,2025-07-22
FIN02068,INC00971,PR/Reputation,914.71,USD,2025-05-05
FIN02069,INC00300,Downtime Loss,152811.08,USD,2026-06-14
FIN02070,INC01941,Forensics,45812.64,USD,2025-07-22
FIN02071,INC01439,Remediation,50800.0,USD,2024-09-30
FIN02072,INC01439,Downtime Loss,120914.36,USD,2024-07-11
FIN02073,INC01842,Legal,210016.44,USD,2025-11-15
FIN02074,INC01093,PR/Reputation,219374.1,USD,2024-10-15
FIN02075,INC00938,Legal,15782.26,USD,2025-02-23
FIN02076,INC01273,Forensics,45812.64,USD,2025-05-06
FIN02077,INC01099,Legal,250.0,USD,2024-07-28
FIN02078,INC01099,Forensics,45812.64,USD,2025-10-06
FIN02079,INC00522,Uncategorized,117806.08,USD,2025-07-28
FIN02080,INC00531,PR/Reputation,250.0,USD,2024-09-15
FIN02081,INC00531,Remediation,56652.85,USD,2024-11-11
FIN02082,INC00110,Forensics,45812.64,USD,2026-04-19
FIN02083,INC00110,Regulatory Fine,250.0,USD,2026-04-30
FIN02084,INC00089,Remediation,80662.66,USD,2025-06-14
FIN02085,INC00089,Forensics,166631.12,USD,2025-07-17
FIN02086,INC01791,Downtime Loss,70732.23,USD,2026-05-15
FIN02087,INC00717,Regulatory Fine,250.0,USD,2026-05-11
FIN02088,INC00697,Forensics,129319.88,USD,2025-10-22
FIN02089,INC00697,Uncategorized,139631.33,USD,2026-05-13
FIN02090,INC00770,Customer Notification,250.0,USD,2024-08-23
FIN02091,INC01710,Customer Notification,250.0,USD,2024-10-10
FIN02092,INC01053,Downtime Loss,76592.35,USD,2024-08-31
FIN02093,INC00656,PR/Reputation,250.0,USD,2025-01-07
FIN02094,INC01331,Downtime Loss,250.0,USD,2024-11-21
FIN02095,INC00719,Regulatory Fine,250.0,USD,2026-01-16
FIN02096,INC00411,Downtime Loss,6627.44,USD,2025-11-09
FIN02097,INC01239,Regulatory Fine,192288.01,USD,2026-02-13
FIN02098,INC01554,Remediation,113009.08,USD,2025-03-11
FIN02099,INC00689,Customer Notification,121815.97,USD,2024-09-30
FIN02100,INC01865,Forensics,45812.64,USD,2026-02-21
FIN02101,INC00019,PR/Reputation,73065.42,USD,2024-08-11
FIN02102,INC00226,Forensics,250.0,USD,2024-07-22
FIN02103,INC01137,Uncategorized,72485.79,USD,2026-02-05
FIN02104,INC01324,Customer Notification,250.0,USD,2025-01-14
