incident_id,client_id,asset_id,threat_id,detected_datetime,resolved_datetime,status,priority,detection_source,assigned_analyst_id,records_affected,description
INC00157,CLI0230,AST00716,THR0473,2024-09-24 14:39:34.207260,2024-10-02 09:39:34.207260,Resolved,P3,SIEM,ANL0124,206398,Record I visit door if sister chair society half able music base.
INC00158,CLI0098,AST01333,THR0380,2026-03-05 18:54:24.301588,2026-03-07 13:54:24.301588,In Progress,P1,Threat Intel Feed,ANL0020,325671,Difference glass purpose beat hotel them hand since.
INC00159,CLI0479,AST01243,THR0420,2025-07-28 11:17:33.949232,,In Progress,P3,IDS/IPS,ANL0137,337249,View rather if change authority prepare view authority number force huge.
INC00160,CLI0307,AST00717,THR0183,2025-05-29 07:35:35.080746,2025-05-29 12:35:35.080746,Resolved,P4,Pen Test,ANL0103,229205,Western newspaper move radio dog perhaps my situation test well camera truth surface.
INC00161,CLI0175,AST01253,THR0589,2026-02-02 21:24:04.580174,2026-02-08 18:24:04.580174,Resolved,P2,Threat Intel Feed,ANL0042,256436,Reality discover success item rest respond economy why possible fear paper suffer particular.
INC00162,CLI0229,AST01234,THR0446,2025-08-08 00:54:35.059929,,Reopened,P2,SIEM,ANL0122,256436,Positive exist later nation leader special.
INC00163,CLI0422,AST00867,THR0312,2026-04-27 13:20:58.879604,,Resolved,P1,IDS/IPS,ANL0001,249392,Begin type dog name language local much will cost value later.
INC00164,CLI0469,AST00629,THR0510,2025-04-03 14:20:01.815752,2025-04-08 11:20:01.815752,Resolved,P3,EDR,ANL0050,206398,White as physical wind manager mother.
INC00165,CLI0517,AST01735,THR0421,2025-04-06 12:55:03.326052,,Open,P2,IDS/IPS,ANL0138,256436,Tax off job market suddenly student can.
INC00166,CLI0110,AST00780,THR0599,2025-07-11 16:48:36.107597,,Open,P1,Firewall Log,ANL0132,249392,Management seek so mother race a poor radio.
INC00167,CLI0011,AST00670,THR0122,2026-01-29 12:33:54.583836,2026-01-29 21:33:54.583836,Resolved,P2,siem,,256436,Appear especially air thus growth yes herself people rate notice.
INC00168,CLI0063,AST00038,THR0184,2024-07-22 01:33:35.938534,,Open,P1,EDR,ANL0001,249392,Collection tonight compare second system environmental consumer.
INC00169,CLI0195,AST01792,THR0043,2025-07-17 03:44:08.374038,2025-07-20 10:44:08.374038,Resolved,P3,EDR,ANL0107,453767,Order cultural good spring family point plant card mouth office especially.
INC00170,CLI0015,AST00306,THR0458,2025-04-11 14:04:37.977743,2025-04-21 09:04:37.977743,Open,P1,User Report,,249392,Term create whether type various future clearly bag.
INC00171,CLI0400,AST01557,THR0105,2025-11-08 19:12:47.879936,2025-11-13 22:42:47.879936,Closed,P1,Pen Test,ANL0025,249392,Cost seven reveal usually concern war home why commercial watch.
INC00172,CLI0197,AST01691,THR0555,2024-12-08 14:23:44.299882,2024-12-14 03:23:44.299882,Resolved,P4,SIEM,ANL0123,229205,Gas part rather bill team vote blood represent.
INC00173,CLI0020,AST01339,THR0484,2025-03-26 09:41:06.389517,2025-04-04 18:41:06.389517,Open,P1,User Report,ANL0032,24958,Weight majority enjoy hit sure food.
INC00174,CLI0278,AST00606,THR0259,2025-09-18 04:41:16.586261,2025-09-24 13:41:16.586261,Resolved,P4,Threat Intel Feed,ANL0109,229205,Significant expert energy account fill perhaps there throw station avoid strategy trial.
INC00175,CLI0384,AST00338,THR0040,2025-09-10 05:53:44.754334,2025-09-18 15:53:44.754334,In Progress,P3,Pen Test,ANL0112,206398,Another miss relate old especially also stuff decision.
INC00176,CLI0141,AST00646,THR0183,2025-02-09 08:51:00.958365,2025-02-18 11:51:00.958365,In Progress,P1,SIEM,ANL0056,249392,Family blue still dark describe community people Democrat information road.
INC00177,CLI0302,AST00901,THR0265,2026-05-25 02:21:30.296360,,Reopened,P1,Threat Intel Feed,ANL0084,249392,Draw international surface animal where entire suggest.
INC00178,CLI0229,AST01231,THR0175,2025-11-20 22:10:26.115753,,Closed,P1,User Report,ANL0126,435387,Exist show beautiful simply concern him more.
INC00179,CLI0141,AST00589,THR0357,2026-06-28 09:49:37.999109,2026-06-30 04:49:37.999109,Open,P1,User Report,ANL0048,496241,Model no painting strong serious according guess dog method newspaper short I three.
INC00180,CLI0070,AST01469,THR0243,2026-05-13 19:31:05.543502,2026-05-20 15:31:05.543502,Resolved,P4,Firewall Log,ANL0070,229205,Speak speak into around foot significant media society last kind fear cold manage.
INC00181,CLI0253,AST01265,THR0329,2025-03-03 12:13:53.156668,2025-03-09 09:13:53.156668,Resolved,P2,Threat Intel Feed,ANL0089,256436,Work throw evidence place run instead hair term skin success.
INC00182,CLI0321,AST00208,THR0515,2025-01-26 02:08:47.853333,2025-01-30 01:08:47.853333,Resolved,P1,SIEM,ANL0014,249392,Can when treat whose speech into forward carry surface think amount soon.
INC00183,CLI0049,AST00744,THR0095,2025-03-28 19:03:04.422859,,Reopened,P4,User Report,ANL0055,186972,Only there authority door poor stay yard break.
INC00184,CLI0305,AST00898,THR0303,2025-02-22 19:23:56.262605,,Resolved,P1,Pen Test,ANL0118,249392,Attorney accept future almost daughter plan new consider beyond field.
INC00185,CLI0297,AST01736,THR0209,2026-03-13 09:57:41.241022,,Closed,P4,Unknown,ANL0057,102359,Pay history people respond century white real view institution together small rest.
INC00186,CLI0223,AST00863,THR0071,2025-01-29 11:24:54.672917,2025-02-01 01:24:54.672917,Resolved,P1,Unknown,ANL0137,466419,Change according hand middle school cold hard decide when moment south.
INC00187,CLI0070,AST00723,THR0492,2024-11-02 23:14:21.808518,2024-11-05 02:14:21.808518,Reopened,P1,IDS/IPS,ANL0017,164343,Space black card student call paper these population phone perhaps arrive scene.
INC00188,CLI0126,AST00912,THR0419,2026-04-07 12:20:40.814178,2026-04-14 14:20:40.814178,Open,P1,User Report,ANL0132,26215,Each energy civil response leg agency close likely million beautiful lay skin.
INC00189,CLI0110,AST00730,THR0490,2026-04-18 00:15:50.140563,2026-04-23 03:45:50.140563,Resolved,P1,siem,ANL0097,489430,Less employee wind no enter career choice number allow central bed staff.
INC00190,CLI0408,AST01206,THR0318,2026-03-16 03:49:41.445316,2026-03-21 07:19:41.445316,Resolved,P1,Threat Intel Feed,ANL0111,249392,Him price drop bill apply than responsibility whether population compare lead.
INC00191,CLI0054,AST01249,THR0600,2024-12-03 18:58:30.052531,2024-12-11 03:58:30.052531,In Progress,P1,Unknown,ANL0088,251496,Skin rock understand pretty whom what unit for common office note.
INC00192,CLI0018,AST01089,THR0349,2025-09-21 19:02:12.340800,2025-09-29 08:02:12.340800,Resolved,P1,Unknown,ANL0074,249392,Thing western run son price one policy door nearly door coach.
INC00193,CLI0302,AST00799,THR0527,2025-10-19 22:11:01.510835,,Open,P4,Firewall Log,ANL0095,229205,Smile talk music floor vote environment business right leg.
INC00194,CLI0337,AST01301,THR0357,2025-12-24 21:59:14.188489,2025-12-26 06:59:14.188489,Open,P2,Firewall Log,ANL0119,256436,Despite space face walk number end effect specific simple particularly rise Congress.
INC00195,CLI0076,AST01680,THR0542,2025-05-22 02:02:54.886365,,In Progress,P4,SIEM,ANL0136,229205,Keep cost company attorney area east too life money marriage both make time.
INC00196,CLI0337,AST01661,THR0273,2025-02-23 11:08:36.745245,2025-03-01 08:08:36.745245,Resolved,P2,Unknown,ANL0134,54951,Week watch million candidate agreement push will care hair role risk approach could.
INC00197,CLI0187,AST01488,THR0031,2024-07-27 04:41:00.021596,2024-08-01 08:11:00.021596,Resolved,P1,EDR,ANL0063,249392,Enter never paper vote those million.
INC00198,CLI0082,AST00564,THR0345,2025-07-04 05:57:46.110353,2025-07-13 17:57:46.110353,Resolved,P1,siem,ANL0013,249392,Just raise really reveal these project group door movement under sometimes two so.
INC00199,CLI0152,AST01148,THR0434,2026-02-14 00:19:38.615031,,In Progress,P1,Pen Test,ANL0138,393665,Dark everything few two population spring.
INC00200,CLI0476,AST01534,,2026-03-16 09:12:03.086873,2026-03-19 19:12:03.086873,Resolved,P1,IDS/IPS,,390286,Fly least get the west the now up behavior single poor cold unit.
INC00201,CLI0125,AST01179,THR0599,2026-05-18 16:09:55.074737,,Closed,P1,Firewall Log,ANL0122,161152,Professional begin current everyone test memory arm statement treatment office.
INC00202,CLI0323,AST00716,THR0437,2026-06-24 10:53:34.478467,,Open,P1,Unknown,ANL0137,418172,Decision order behavior whose certain any character.
INC00203,CLI0515,AST01469,THR0291,2024-10-18 13:33:37.949234,2024-10-27 23:33:37.949234,Reopened,P2,siem,ANL0018,256436,Church term under whether improve sell cause boy.
INC00204,CLI0509,AST00422,THR0412,2026-01-14 03:54:23.754060,2026-01-18 20:54:23.754060,Closed,P1,Pen Test,ANL0103,297979,Break him bit tree among pay all.
INC00205,CLI0215,AST00724,THR0062,2024-10-07 00:33:06.396166,,Open,P4,EDR,ANL0075,229205,Product understand service usually cup performance role already occur issue.
INC00206,CLI0253,AST00177,THR0396,2025-03-03 02:06:35.206535,2025-03-07 23:06:35.206535,Resolved,P3,Pen Test,ANL0030,206398,Add condition practice professor feeling minute change size computer bed age next.
INC00207,CLI0298,AST00505,THR0044,2025-04-14 01:39:19.165250,2025-04-23 00:39:19.165250,Resolved,P4,Firewall Log,ANL0041,229205,Cell front across professor word change expert can style option red happen.
INC00208,CLI0432,AST01569,THR0420,2026-06-06 13:20:02.380785,,Closed,P3,Firewall Log,ANL0097,206398,Style at score pretty south Democrat project other campaign reason.
INC00209,CLI0263,AST00141,THR0423,2025-06-27 09:54:52.305625,,In Progress,P1,siem,ANL0083,332716,Simply director law center course very.
INC00210,CLI0343,AST01097,THR0307,2025-08-05 05:29:07.267019,2025-08-08 01:29:07.267019,Open,P1,SIEM,ANL0140,640,Happen film under deep agree walk thousand sing agent wrong us institution.
INC00211,CLI0503,AST00439,,2025-03-20 23:47:48.265945,2025-03-25 11:47:48.265945,Resolved,P2,Unknown,ANL0068,256436,Look newspaper everyone coach people kitchen return be.
INC00212,CLI0278,AST00929,THR0593,2025-05-07 00:24:39.849941,2025-05-10 10:24:39.849941,Open,P1,IDS/IPS,ANL0012,249392,Against direction call example practice too garden end tell still range politics develop.
INC00213,CLI0412,AST00533,THR0004,2025-11-30 13:41:30.253407,2025-12-05 10:41:30.253407,Resolved,P3,Pen Test,ANL0090,206398,Allow around admit guy toward what north shoulder later.
INC00214,CLI0243,AST01703,THR0337,2025-05-04 19:38:44.471609,2025-05-10 08:38:44.471609,Resolved,P4,EDR,ANL0051,229205,Performance he opportunity sing girl expect such watch economy.
INC00215,CLI0436,AST01651,THR0574,2026-03-06 10:39:05.097259,2026-03-14 20:39:05.097259,Resolved,P3,SIEM,ANL0054,206398,Student economy its book never shoulder something.
INC00216,CLI0067,AST01039,THR0562,2025-07-10 06:54:24.824706,2025-07-15 10:24:24.824706,Closed,P1,User Report,ANL0073,249392,Debate south say include discover last.
INC00217,CLI0461,AST00029,THR0097,2025-01-17 10:10:36.008158,2025-01-17 13:10:36.008158,In Progress,P3,User Report,ANL0108,12159,Major interest amount actually best risk hand.
INC00218,CLI0131,AST00811,THR0271,2024-09-16 03:25:11.865526,,In Progress,P1,Firewall Log,ANL0060,468943,Air rest wind region less crime amount laugh east left director bag answer.
INC00219,CLI0036,AST01484,THR0462,2026-03-27 08:56:13.472406,,Reopened,P1,SIEM,,249392,Wide west man current hundred box cultural admit itself give.
INC00220,CLI0279,AST00205,THR0164,2026-03-19 11:09:53.248027,2026-03-27 19:09:53.248027,In Progress,P1,siem,ANL0080,249392,Land region other many daughter night free yourself sound since.
INC00221,CLI0148,AST00296,THR0558,2025-09-16 01:28:31.820305,2025-09-21 04:58:31.820305,Resolved,P1,IDS/IPS,ANL0105,107314,State try keep effect join hour statement bad.
INC00222,CLI0182,AST00765,THR0508,2025-08-31 03:00:59.639913,2025-09-08 15:00:59.639913,Resolved,P3,SIEM,ANL0055,206398,Drive catch table affect arm entire increase beyond whole phone agent attack.
INC00223,CLI0103,AST00221,THR0053,2024-09-22 18:33:36.637740,,Reopened,P4,Unknown,ANL0098,112780,Open project buy edge after pretty one name walk attack resource.
INC00224,CLI0487,AST00025,THR0409,2026-01-03 20:53:35.502202,2026-01-10 20:53:35.502202,Open,P2,SIEM,,175752,Recent off fire property remain first common eight participant also operation position our market.
INC00225,CLI0401,AST01830,THR0139,2026-04-27 07:20:24.143969,,Open,P2,IDS/IPS,ANL0008,256436,More manage difference assume leg keep build increase owner seek bill traditional western.
INC00226,CLI0477,AST00975,THR0031,2024-10-16 02:52:24.165251,,Resolved,P2,Firewall Log,ANL0004,256436,Expert any look entire do company focus consumer say whom prove organization.
INC00227,CLI0222,AST01261,THR0195,2025-08-29 10:59:15.866966,2025-09-04 07:59:15.866966,Resolved,P2,EDR,ANL0139,256436,Yet land address represent treat close issue.
INC00228,CLI0043,AST01523,THR0078,2026-06-21 10:25:48.797033,2026-06-26 17:25:48.797033,Resolved,P1,SIEM,ANL0065,249392,Ago level middle star music commercial become.
INC00229,CLI0287,AST01523,THR0115,2024-08-08 19:22:16.632142,2024-08-10 00:22:16.632142,In Progress,P4,SIEM,ANL0079,229205,Produce process piece produce else support top nation.
INC00230,CLI0056,AST00297,THR0309,2026-06-10 14:51:52.607769,2026-06-19 00:51:52.607769,Resolved,P3,Firewall Log,ANL0102,8072,Dog range seem number other those sister.
INC00231,CLI0351,AST00371,THR0277,2025-05-23 08:47:26.951049,2025-05-24 21:47:26.951049,Reopened,P3,siem,ANL0122,463104,Today base know against student mean onto.
INC00232,CLI0385,AST01264,,2025-01-27 08:32:48.593305,,Open,P1,User Report,ANL0121,214420,Air star audience national human employee movement claim build water third miss.
INC00233,CLI0477,AST01235,THR0571,2025-12-20 09:02:19.332796,,Resolved,P3,Pen Test,ANL0092,206398,Number key medical join activity common speech else.
INC00234,CLI0360,AST00230,THR0135,2024-08-02 21:21:48.656617,,In Progress,P3,Unknown,ANL0024,206398,Floor project stock conference country nor federal idea share property various memory.
INC00235,CLI0415,AST01552,THR0549,2025-06-29 16:43:22.997534,2025-07-04 20:13:22.997534,Resolved,P1,IDS/IPS,ANL0119,198898,Establish close prove nice measure leg sell official yourself us local play environment.
INC00236,CLI0010,AST01025,THR0320,2025-09-02 19:47:11.842362,2025-09-03 02:47:11.842362,Resolved,P1,Unknown,ANL0029,299833,Require else so so interest great analysis tonight.
INC00237,CLI0503,AST00598,THR0581,2025-10-11 21:27:44.220744,,Open,P1,IDS/IPS,ANL0136,489312,Maintain purpose speak network difference reveal government single.
INC00238,CLI0403,AST01246,THR0131,2025-05-31 21:11:41.587374,2025-06-05 18:11:41.587374,Closed,P3,Unknown,ANL0112,206398,Consider policy those unit reduce executive particular himself eat enter partner.
INC00239,CLI0041,AST01033,THR0230,2024-07-18 09:40:21.549820,,Open,P3,IDS/IPS,ANL0003,88170,Memory charge know check full history civil value oil during piece.
INC00240,CLI0171,AST00409,THR0504,2025-01-16 17:28:24.045591,2025-01-24 16:28:24.045591,Open,P3,Pen Test,,109123,By maybe off smile develop movement mouth maybe pass they case else.
INC00241,CLI0003,AST00125,,2025-06-14 23:16:28.319318,2025-06-19 00:16:28.319318,Reopened,P1,IDS/IPS,ANL0029,320962,Knowledge office interesting perhaps as feel Democrat stop only series right group.
INC00242,CLI0004,AST01058,THR0582,2026-01-02 13:24:12.574542,,In Progress,P4,SIEM,,448724,Policy clear star daughter imagine discussion little imagine a cost eat truth fly.
INC00243,CLI0394,AST01163,THR0156,2025-07-07 23:52:02.679188,2025-07-13 12:52:02.679188,Closed,P4,Unknown,ANL0118,229205,Forward stop against close trade everything few certain buy best fish.
INC00244,CLI0046,AST00796,,2024-07-22 17:53:36.194271,,In Progress,P1,IDS/IPS,ANL0067,203690,Recent event skin indicate suddenly like science to.
INC00245,CLI0042,AST00104,,2026-05-11 00:37:05.600214,2026-05-16 21:37:05.600214,Closed,P2,IDS/IPS,ANL0025,379066,Significant camera else Mrs send piece.
INC00246,CLI0457,AST00169,THR0536,2025-08-03 01:03:20.471157,2025-08-06 11:03:20.471157,Open,P1,Threat Intel Feed,ANL0037,249392,Term left necessary best bag even.
INC00247,CLI0317,AST00308,THR0194,2025-07-12 07:47:41.251198,2025-07-20 22:47:41.251198,In Progress,P3,User Report,ANL0062,206398,Skin style performance try phone water national.
INC00248,CLI0421,AST00062,THR0385,2025-09-23 00:07:15.351752,,Reopened,P1,Threat Intel Feed,ANL0111,231534,Pay trip recognize ok recent near find medical note read term force.
INC00249,CLI0055,AST00196,THR0142,2025-09-02 11:12:18.495846,2025-09-09 08:12:18.495846,Resolved,P1,Unknown,ANL0130,79800,Sound any buy care out Congress suddenly sit yes east.
INC00250,CLI0228,AST01052,THR0296,2026-05-09 02:52:00.553614,2026-05-14 06:22:00.553614,Resolved,P1,Unknown,ANL0018,249392,Goal audience bad radio artist strategy.
INC00251,CLI0333,AST00279,THR0368,2025-07-27 13:15:16.763702,,Reopened,P2,User Report,ANL0117,9120,Space debate fire improve remember call method employee head argue magazine any order.
INC00252,CLI0302,AST00179,THR0097,2025-10-18 11:15:19.688604,2025-10-24 11:15:19.688604,Open,P1,Unknown,ANL0108,491922,Southern federal will economic another turn your radio ever.
INC00253,CLI0181,AST01611,THR0336,2026-04-20 07:58:44.026137,2026-04-25 11:28:44.026137,Resolved,P1,SIEM,,315419,Party issue improve force job class star use fire tend majority kitchen Mr.
