asset_id,client_id,asset_type,operating_system,criticality,ip_address,deployed_date,last_patch_date
AST01234,CLI0488,Server,CentOS 7,High,172.24.202.32,2023-10-06,2025-07-28
AST01235,CLI0087,iot device,macOS Sonoma,Medium,172.17.129.158,2024-01-25,2025-12-12
AST01236,CLI0442,Server,RHEL 8,Low,192.168.62.41,2025-11-12,
AST01237,CLI0101,Server,macOS Sonoma,High,10.5.82.160,2023-01-18,2026-06-27
AST01238,CLI0302,database,macOS Sonoma,Medium,192.168.87.35,2022-11-05,2026-04-22
AST01239,CLI0506,Server,macOS Sonoma,Low,192.168.26.224,2023-07-14,2025-08-08
AST01240,CLI0255,workstation,Ubuntu 22.04,Low,172.26.137.220,2025-03-31,2026-04-14
AST01241,CLI0273,database,Windows 10,Medium,192.168.70.136,2024-10-29,2025-08-11
AST01242,CLI0415,router,macOS Sonoma,Low,10.211.155.66,2025-01-15,2026-01-05
AST01243,CLI0275,mobile device,Ubuntu 22.04,Medium,10.250.238.227,2026-05-26,
AST01244,CLI0295,Server,Ubuntu 20.04,High,Unknown,2023-05-25,2025-10-03
AST01245,CLI0516,Server,CentOS 7,High,10.124.24.189,2025-02-17,2025-09-12
AST01246,CLI0245,firewall,RHEL 8,High,10.253.60.247,2022-09-26,2025-07-03
AST01247,CLI0341,mobile device,Windows 11,Low,172.19.88.89,2023-11-09,
AST01248,CLI0343,Server,Windows 11,High,192.168.159.167,2025-04-30,2026-02-23
AST01249,CLI0010,Server,RHEL 8,Critical,10.112.4.144,2026-02-28,
AST01250,CLI0254,mobile device,Windows 10,Low,192.168.204.231,2023-03-31,2025-08-28
AST01251,CLI0298,database,Unknown,Medium,172.19.68.28,2023-01-31,2026-05-15
AST01252,CLI0097,workstation,Ubuntu 20.04,High,10.235.244.29,2023-03-30,
AST01253,CLI0503,iot device,Unknown,High,172.19.201.84,2026-03-15,
AST01254,CLI0374,mobile device,Windows Server 2019,High,10.220.152.42,2024-07-11,2025-10-06
AST01255,CLI0342,Server,Unknown,Critical,10.195.217.254,2025-06-03,2025-10-14
AST01256,CLI0022,firewall,macOS Sonoma,High,172.24.212.98,2024-08-11,2025-12-26
AST01257,CLI0366,mobile device,Windows Server 2019,Medium,192.168.127.117,2026-05-01,2025-07-18
AST01258,CLI0442,iot device,Ubuntu 22.04,High,10.122.63.175,2022-10-04,
AST01259,CLI0111,cloud instance,Unknown,Critical,192.168.207.34,2024-01-23,2026-03-24
AST01260,CLI0180,cloud instance,RHEL 8,High,192.168.105.82,2023-03-06,
AST01261,CLI0283,cloud instance,Ubuntu 22.04,Low,192.168.1.151,2022-11-14,2026-03-12
AST01262,CLI0352,Server,Windows 10,Critical,172.23.162.197,2023-03-05,2025-08-28
AST01263,CLI0356,cloud instance,Windows 10,Low,172.20.137.230,2026-05-05,2025-12-02
AST01264,CLI0151,mobile device,Windows 11,Medium,10.135.21.3,2026-01-07,2026-04-03
AST01265,CLI0167,cloud instance,CentOS 7,High,10.242.153.221,2024-10-28,
AST01266,CLI0016,mobile device,Windows Server 2019,Medium,10.8.231.115,2024-10-05,2026-04-30
AST01267,CLI0127,Server,CentOS 7,High,Unknown,2024-08-05,
AST01268,CLI0001,Server,Ubuntu 20.04,Medium,10.171.221.230,2024-04-21,
AST01269,CLI0515,Server,Windows 11,Low,172.24.28.249,2023-12-14,2025-07-03
AST01270,CLI0202,router,Unknown,Low,192.168.247.253,2022-12-11,2026-03-06
AST01271,CLI0485,iot device,Ubuntu 22.04,High,10.210.21.83,2025-12-02,
AST01272,CLI0433,router,Windows 10,High,172.29.200.118,2023-12-07,2025-09-07
AST01273,CLI0319,firewall,Unknown,Critical,172.24.195.252,2026-01-01,
AST01274,CLI0143,database,Ubuntu 20.04,Medium,172.21.153.53,2023-07-22,2026-03-04
AST01275,CLI0309,cloud instance,Windows 10,High,172.24.215.4,2023-09-24,2026-01-05
AST01276,CLI0473,Server,Windows 11,Critical,172.19.239.76,2024-03-24,
AST01277,CLI0099,firewall,Unknown,Critical,172.16.68.71,2024-06-27,2025-12-16
AST01278,CLI0367,mobile device,RHEL 8,Critical,10.148.94.70,2024-12-27,
AST01279,CLI0473,Server,Unknown,Low,172.25.110.102,2022-07-22,
AST01280,CLI0091,firewall,Unknown,High,192.168.250.11,2023-09-19,2026-02-25
AST01281,CLI0383,firewall,Unknown,Medium,10.70.131.19,2023-11-23,
AST01282,CLI0055,router,Windows 11,Critical,192.168.79.97,2026-04-23,
AST01283,CLI0472,Server,Windows 10,Low,192.168.41.83,2023-08-28,2026-06-05
AST01284,CLI0110,iot device,Unknown,Low,10.197.193.91,2024-03-08,2025-08-03
AST01285,CLI0494,iot device,Windows Server 2019,Low,172.25.241.140,2023-03-10,2026-05-15
AST01286,CLI0055,database,Unknown,Medium,192.168.102.37,2023-06-30,
AST01287,CLI0140,database,Windows 11,High,172.30.193.198,2024-09-04,2026-05-15
AST01288,CLI0007,mobile device,Unknown,High,172.30.36.14,2025-04-09,2025-12-30
AST01289,CLI0001,firewall,Unknown,Low,172.29.175.119,2024-05-11,2026-06-15
AST01290,CLI0210,workstation,CentOS 7,Low,192.168.215.130,2022-11-06,
AST01291,CLI0401,Server,Windows 10,High,10.191.8.108,2023-01-01,2026-01-13
AST01292,CLI0241,Server,Ubuntu 20.04,High,172.28.144.170,2022-12-30,
AST01293,CLI0127,router,Windows 11,High,Unknown,2025-07-18,2026-01-04
AST01294,CLI0247,firewall,Unknown,High,10.54.207.29,2023-10-30,2025-08-03
AST01295,CLI0488,mobile device,Ubuntu 20.04,High,172.17.242.154,2022-12-24,2026-01-01
AST01296,CLI0505,iot device,Ubuntu 20.04,Critical,192.168.104.254,2024-07-23,2026-01-20
AST01297,CLI0476,router,macOS Sonoma,Medium,Unknown,2023-01-15,
AST01298,CLI0124,Server,macOS Sonoma,Low,10.159.45.21,2025-05-15,2026-06-06
AST01299,CLI0456,Server,RHEL 8,Medium,192.168.58.187,2022-10-06,2026-05-17
AST01300,CLI0470,cloud instance,Windows Server 2019,Medium,192.168.104.153,2022-11-28,2025-12-31
AST01301,CLI0216,iot device,Unknown,Critical,172.19.229.225,2023-09-11,2025-12-23
AST01302,CLI0156,iot device,Unknown,High,10.133.66.79,2025-10-12,2026-03-05
AST01303,CLI0286,cloud instance,macOS Sonoma,Low,192.168.74.224,2025-01-14,2026-04-24
AST01304,CLI0496,router,CentOS 7,Medium,192.168.102.148,2024-05-25,2026-02-28
AST01305,CLI0520,Server,Ubuntu 20.04,Medium,192.168.140.228,2024-01-22,2025-08-07
AST01306,CLI0357,Server,Unknown,High,172.20.189.199,2022-08-09,2025-12-13
AST01307,CLI0031,firewall,Ubuntu 22.04,Low,10.17.115.101,2025-01-27,
AST01308,CLI0488,iot device,Ubuntu 22.04,High,10.181.158.194,2026-05-06,2026-03-20
AST01309,CLI0243,workstation,Windows 11,High,172.21.16.233,2023-12-04,
AST01310,CLI0066,Server,Unknown,High,172.28.127.254,2024-07-18,2025-08-23
AST01311,CLI0075,mobile device,RHEL 8,Medium,192.168.173.183,2024-05-01,2026-05-09
AST01312,CLI0179,iot device,Windows 10,High,192.168.201.177,2022-10-07,2026-05-02
AST01313,CLI0205,database,Ubuntu 20.04,Critical,172.21.197.160,2024-10-18,
AST01314,CLI0231,database,Windows 11,Critical,192.168.165.237,2024-11-06,2026-01-27
AST01315,CLI0089,Server,Windows Server 2019,High,172.16.241.215,2025-11-25,2025-08-26
AST01316,CLI0209,Server,Windows 11,Low,10.243.236.103,2023-10-15,
AST01317,CLI0074,iot device,Windows 11,High,192.168.53.251,2026-02-03,2026-05-21
AST01318,CLI0509,database,Ubuntu 22.04,Medium,172.17.251.77,2024-12-09,2026-05-04
AST01319,CLI0361,iot device,Unknown,Medium,10.191.167.37,2024-12-02,2026-05-02
AST01320,CLI0450,router,macOS Sonoma,High,172.30.98.98,2024-01-02,2026-06-25
AST01321,CLI0131,Server,Ubuntu 20.04,Low,10.251.113.218,2024-03-30,2025-10-11
AST01322,CLI0053,Server,Unknown,High,Unknown,2023-02-21,
AST01323,CLI0258,router,RHEL 8,Low,10.12.105.149,2025-01-04,2026-02-28
AST01324,CLI0295,workstation,Unknown,Medium,10.184.24.97,2025-08-04,2026-05-11
AST01325,CLI0513,cloud instance,macOS Sonoma,Medium,172.31.224.171,2023-04-03,2026-04-27
AST01326,CLI0114,Server,CentOS 7,High,192.168.70.151,2025-09-13,2025-12-06
AST01327,CLI0347,router,Ubuntu 20.04,Medium,10.65.31.92,2025-08-16,2025-10-16
AST01328,CLI0143,database,Unknown,High,10.169.110.81,2022-08-01,2025-10-13
AST01329,CLI0064,database,CentOS 7,Low,172.27.115.245,2022-10-07,2026-06-18
AST01330,CLI0037,iot device,Windows 10,Critical,10.123.152.146,2025-11-27,2025-12-29
AST01331,CLI0083,Server,CentOS 7,Medium,172.19.140.72,2024-10-28,2026-06-06
AST01332,CLI0107,Server,CentOS 7,Medium,192.168.173.20,2024-03-06,
AST01333,CLI0442,mobile device,Ubuntu 20.04,High,10.168.194.136,2026-03-11,2026-02-26
AST01334,CLI0022,Server,Windows Server 2019,High,10.18.26.250,2023-11-17,2025-07-24
AST01335,CLI0389,Server,Unknown,Critical,192.168.41.67,2026-01-16,
AST01336,CLI0129,router,macOS Sonoma,Medium,192.168.18.58,2024-06-24,
AST01337,CLI0121,Server,RHEL 8,High,172.23.73.197,2022-07-31,
AST01338,CLI0060,database,Ubuntu 22.04,Low,10.194.63.49,2025-03-22,2026-03-26
AST01339,CLI0423,Server,Unknown,Low,10.193.36.0,2025-04-11,2025-12-03
AST01340,CLI0256,Server,Windows 10,Low,10.60.105.133,2026-01-30,2026-06-23
AST01341,CLI0290,Server,RHEL 8,High,10.29.168.4,2023-06-12,2025-08-01
AST01342,CLI0300,firewall,Unknown,Critical,172.17.119.7,2026-06-16,2025-07-04
AST01343,CLI0079,workstation,Ubuntu 20.04,Medium,10.64.224.231,2024-03-31,2025-10-21
AST01344,CLI0366,database,CentOS 7,High,192.168.125.13,2026-06-27,
AST01345,CLI0300,database,Unknown,High,192.168.39.82,2022-10-19,2025-09-12
AST01346,CLI0516,workstation,Windows Server 2019,High,192.168.182.195,2026-01-31,2025-12-08
AST01347,CLI0498,cloud instance,Windows 10,Medium,172.25.93.169,2025-12-20,2026-05-21
AST01348,CLI0237,cloud instance,Unknown,Medium,172.19.87.16,2022-09-16,2026-03-14
AST01349,CLI0146,Server,Ubuntu 22.04,High,192.168.40.42,2023-04-23,
AST01350,CLI0117,Server,CentOS 7,High,Unknown,2023-06-01,
AST01351,CLI0394,cloud instance,Windows 10,Low,172.20.138.242,2022-08-21,2025-12-07
AST01352,CLI0394,mobile device,Windows Server 2019,High,172.16.174.103,2024-06-27,
AST01353,CLI0046,database,Ubuntu 22.04,Critical,172.18.180.43,2022-09-25,
AST01354,CLI0054,cloud instance,Windows Server 2019,Medium,10.196.242.148,2024-04-08,2025-09-19
AST01355,CLI0345,cloud instance,Unknown,Medium,192.168.26.193,2025-02-18,
AST01356,CLI0445,router,Windows Server 2019,High,10.172.36.205,2026-03-09,
AST01357,CLI0295,Server,CentOS 7,Critical,192.168.14.0,2023-11-10,2025-12-04
AST01358,CLI0267,firewall,macOS Sonoma,Critical,172.17.211.234,2025-09-21,2026-01-17
AST01359,CLI0136,Server,Ubuntu 20.04,High,192.168.237.80,2024-03-10,
AST01360,CLI0088,database,Unknown,High,172.28.51.137,2024-05-12,
AST01361,CLI0040,Server,Ubuntu 20.04,High,10.140.125.55,2022-11-01,
AST01362,CLI0013,workstation,Ubuntu 20.04,Medium,172.17.60.67,2024-12-15,
AST01363,CLI0184,mobile device,CentOS 7,Low,192.168.6.81,2022-12-28,
AST01364,CLI0038,iot device,CentOS 7,High,172.30.51.174,2024-05-06,2025-12-07
AST01365,CLI0419,Server,Unknown,Low,172.22.248.144,2024-02-16,2025-07-28
AST01366,CLI0322,workstation,CentOS 7,Medium,192.168.32.202,2024-04-03,
AST01367,CLI0266,mobile device,Windows 11,Medium,172.20.18.52,2023-05-28,2025-08-31
AST01368,CLI0051,database,Windows 10,High,Unknown,2025-02-12,2026-02-23
AST01369,CLI0519,mobile device,Unknown,High,Unknown,2023-03-26,2025-12-07
AST01370,CLI0234,Server,Ubuntu 20.04,High,Unknown,2023-10-06,
AST01371,CLI0046,Server,Ubuntu 22.04,High,192.168.131.207,2022-07-23,2026-05-05
AST01372,CLI0455,workstation,Unknown,Low,192.168.120.42,2023-11-22,
AST01373,CLI0381,router,Windows 10,High,192.168.104.120,2023-10-18,
AST01374,CLI0147,Server,RHEL 8,Medium,172.29.165.175,2025-12-30,
AST01375,CLI0418,iot device,CentOS 7,High,172.29.15.118,2026-01-31,2025-11-13
AST01376,CLI0378,Server,Ubuntu 20.04,Medium,172.21.33.72,2023-12-20,2025-10-13
AST01377,CLI0109,Server,Ubuntu 22.04,High,192.168.108.71,2025-09-22,2026-04-10
AST01378,CLI0353,database,macOS Sonoma,High,192.168.176.39,2026-04-03,2026-01-28
AST01379,CLI0154,router,Windows 10,Low,192.168.195.30,2025-07-18,2026-02-21
AST01380,CLI0516,Server,Unknown,High,10.214.14.152,2024-08-25,2026-05-16
AST01381,CLI0125,Server,Windows Server 2019,Medium,10.225.205.8,2023-10-06,2026-01-25
AST01382,CLI0452,iot device,Ubuntu 20.04,Medium,10.185.83.120,2023-06-02,
AST01383,CLI0250,iot device,Ubuntu 22.04,High,192.168.209.225,2023-12-10,
AST01384,CLI0237,mobile device,RHEL 8,High,172.23.95.6,2024-04-15,2026-01-23
AST01385,CLI0247,mobile device,macOS Sonoma,High,10.125.105.74,2025-08-07,2026-01-29
AST01386,CLI0518,workstation,RHEL 8,High,10.146.226.157,2023-11-11,2025-08-11
AST01387,CLI0460,router,Ubuntu 22.04,Medium,192.168.253.7,2025-01-09,2026-04-07
AST01388,CLI0251,router,Unknown,High,172.19.221.128,2024-03-02,
AST01389,CLI0294,iot device,RHEL 8,Low,172.20.11.115,2025-12-21,
AST01390,CLI0518,firewall,Unknown,Critical,10.67.199.4,2024-07-21,2026-01-08
AST01391,CLI0185,mobile device,Windows Server 2019,Medium,172.28.223.200,2025-04-13,
AST01392,CLI0482,workstation,Windows 11,High,Unknown,2023-11-04,
AST01393,CLI0025,firewall,Windows 10,Medium,192.168.23.41,2022-10-15,2026-06-11
AST01394,CLI0398,router,RHEL 8,Medium,172.29.241.44,2023-08-26,2025-08-17
AST01395,CLI0248,cloud instance,Windows 10,High,10.42.230.116,2023-02-07,
AST01396,CLI0111,Server,Windows 10,High,192.168.194.61,2023-10-11,
AST01397,CLI0419,mobile device,macOS Sonoma,High,172.19.25.203,2023-06-04,2025-07-16
AST01398,CLI0138,firewall,Unknown,High,192.168.218.119,2023-08-20,2025-11-16
AST01399,CLI0156,Server,Unknown,Medium,10.107.222.86,2024-03-20,2026-05-16
AST01400,CLI0465,router,RHEL 8,Critical,172.25.29.1,2023-02-26,2025-12-24
AST01401,CLI0287,workstation,Ubuntu 22.04,High,10.147.179.126,2026-04-02,2025-10-01
AST01402,CLI0437,cloud instance,RHEL 8,Critical,10.142.168.108,2023-01-22,2025-09-12
AST01403,CLI0147,Server,Ubuntu 22.04,Critical,10.20.89.118,2026-05-02,2026-04-17
AST01404,CLI0322,workstation,RHEL 8,High,10.13.50.174,2023-12-21,
AST01405,CLI0281,mobile device,CentOS 7,Medium,172.20.9.167,2025-10-26,
AST01406,CLI0266,Server,Windows 10,Medium,192.168.61.104,2024-04-09,2025-12-04
AST01407,CLI0099,database,Unknown,High,10.59.160.253,2026-05-14,2026-04-19
AST01408,CLI0029,Server,Windows Server 2019,Medium,10.167.123.182,2023-02-13,2025-10-29
AST01409,CLI0007,mobile device,Windows Server 2019,High,192.168.37.238,2025-04-27,2026-06-02
AST01410,CLI0437,mobile device,Unknown,Medium,172.26.41.46,2023-04-04,
AST01411,CLI0113,workstation,CentOS 7,Critical,192.168.4.20,2023-06-24,2026-01-29
AST01412,CLI0141,cloud instance,Windows 10,High,10.135.211.146,2024-05-16,2025-09-05
AST01413,CLI0228,workstation,RHEL 8,Medium,172.22.90.181,2025-01-12,
AST01414,CLI0465,Server,Windows 10,High,192.168.1.163,2024-03-25,2025-12-25
AST01415,CLI0444,workstation,Unknown,High,192.168.214.24,2025-03-31,2026-02-14
AST01416,CLI0037,Server,Ubuntu 22.04,Medium,10.247.237.101,2024-08-13,2026-06-13
AST01417,CLI0201,cloud instance,CentOS 7,Medium,10.248.89.199,2024-06-15,2026-02-14
AST01418,CLI0509,cloud instance,Windows 11,Medium,192.168.49.108,2023-05-15,2026-06-16
AST01419,CLI0220,Server,macOS Sonoma,Low,172.30.79.61,2023-10-18,2025-08-10
AST01420,CLI0214,firewall,Windows Server 2019,Critical,172.19.162.22,2023-11-19,2025-08-14
AST01421,CLI0390,Server,Ubuntu 22.04,High,172.31.167.81,2024-11-24,2025-07-09
AST01422,CLI0185,cloud instance,Ubuntu 22.04,High,172.29.22.147,2022-09-26,
AST01423,CLI0402,Server,RHEL 8,Medium,172.30.36.119,2024-03-12,2025-10-02
AST01424,CLI0225,workstation,Ubuntu 20.04,Critical,172.26.223.251,2025-01-14,
AST01425,CLI0254,router,Windows 10,Medium,10.85.68.24,2024-08-21,
AST01426,CLI0117,iot device,macOS Sonoma,High,192.168.66.40,2024-11-29,
AST01427,CLI0501,Server,macOS Sonoma,High,172.26.170.75,2026-02-21,
AST01428,CLI0275,Server,Ubuntu 22.04,High,192.168.107.193,2023-12-11,2025-09-09
AST01429,CLI0331,cloud instance,RHEL 8,Critical,192.168.117.107,2023-08-27,
AST01430,CLI0436,router,Ubuntu 20.04,Low,172.23.245.97,2026-04-03,2025-07-06
AST01431,CLI0225,iot device,Windows Server 2019,High,192.168.203.190,2025-08-29,2025-07-14
AST01432,CLI0171,Server,Ubuntu 22.04,High,10.126.159.64,2022-08-18,2026-04-22
AST01433,CLI0338,firewall,Unknown,Medium,Unknown,2024-01-03,2026-04-24
AST01434,CLI0022,router,Windows 10,High,172.18.114.232,2022-10-15,
AST01435,CLI0065,Server,Unknown,Medium,172.20.219.239,2022-11-16,2026-01-30
AST01436,CLI0161,Server,macOS Sonoma,High,192.168.165.191,2024-03-12,
AST01437,CLI0166,iot device,RHEL 8,Critical,172.24.116.230,2026-05-16,2025-11-13
AST01438,CLI0255,Server,Windows Server 2019,High,Unknown,2024-03-18,2025-11-24
AST01439,CLI0105,Server,macOS Sonoma,High,172.23.211.224,2024-01-09,2026-06-27
AST01440,CLI0290,cloud instance,Windows Server 2019,Medium,172.19.119.58,2024-04-20,2025-07-08
AST01441,CLI0254,Server,Ubuntu 20.04,High,10.244.31.245,2024-09-29,
AST01442,CLI0411,firewall,Ubuntu 20.04,High,192.168.48.214,2024-09-26,2025-09-13
AST01443,CLI0517,router,Windows Server 2019,Low,192.168.72.92,2024-02-09,2026-01-06
AST01444,CLI0156,workstation,Unknown,High,192.168.30.44,2025-07-25,2025-10-20
AST01445,CLI0320,iot device,macOS Sonoma,Medium,172.17.43.22,2023-10-12,
AST01446,CLI0281,mobile device,Ubuntu 22.04,Low,10.107.31.110,2025-07-07,2026-01-14
AST01447,CLI0483,router,Ubuntu 20.04,Critical,172.23.139.45,2023-10-13,
AST01448,CLI0286,mobile device,Ubuntu 20.04,High,192.168.41.177,2026-03-06,2025-12-01
AST01449,CLI0392,Server,CentOS 7,High,10.82.253.222,2024-07-28,
AST01450,CLI0111,mobile device,Ubuntu 22.04,Medium,10.217.46.105,2024-06-22,
AST01451,CLI0238,mobile device,RHEL 8,Critical,10.214.23.104,2024-02-03,2025-12-05
AST01452,CLI0319,iot device,Windows 11,High,172.24.172.233,2024-08-01,2026-02-09
AST01453,CLI0098,Server,Windows 11,Medium,192.168.148.148,2024-08-02,
AST01454,CLI0256,workstation,Windows 11,Critical,192.168.128.162,2024-05-19,
AST01455,CLI0239,Server,CentOS 7,High,192.168.69.75,2023-02-24,2025-12-19
AST01456,CLI0346,firewall,Windows Server 2019,High,172.20.207.168,2024-05-17,2025-07-01
AST01457,CLI0417,Server,Ubuntu 20.04,High,192.168.48.12,2024-08-23,2025-07-21
AST01458,CLI0501,Server,CentOS 7,High,172.18.34.255,2023-11-24,2026-01-19
AST01459,CLI0330,mobile device,CentOS 7,Medium,192.168.98.161,2023-08-05,2026-05-12
AST01460,CLI0084,workstation,macOS Sonoma,High,192.168.188.11,2024-12-28,2025-11-23
AST01461,CLI0014,firewall,Unknown,High,192.168.103.185,2022-10-21,2025-08-23
AST01462,CLI0449,workstation,Windows Server 2019,Critical,172.19.70.57,2023-01-01,2026-02-20
AST01463,CLI0499,firewall,Unknown,Critical,172.24.223.33,2026-05-12,
AST01464,CLI0121,router,Ubuntu 20.04,High,172.16.21.225,2025-08-17,2025-08-01
AST01465,CLI0278,Server,RHEL 8,Medium,192.168.84.99,2024-05-24,2025-07-27
AST01466,CLI0170,firewall,Ubuntu 20.04,Medium,10.225.30.235,2024-03-12,2025-10-17
AST01467,CLI0381,Server,Unknown,High,10.201.87.160,2024-01-02,2025-11-17
AST01468,CLI0339,firewall,Windows 11,Medium,172.26.36.162,2024-08-13,
AST01469,CLI0011,iot device,macOS Sonoma,Medium,10.142.51.131,2025-05-04,2026-05-02
AST01470,CLI0006,cloud instance,Ubuntu 22.04,Medium,172.24.4.106,2025-03-27,2025-12-05
AST01471,CLI0470,iot device,Windows 10,Low,172.27.179.181,2025-11-30,2025-11-02
AST01472,CLI0161,workstation,RHEL 8,High,172.22.28.138,2024-01-09,2025-09-02
AST01473,CLI0354,Server,Ubuntu 22.04,High,10.184.211.220,2024-08-06,
AST01474,CLI0314,iot device,Unknown,High,10.129.236.223,2024-07-03,
AST01475,CLI0208,workstation,Unknown,Medium,192.168.245.28,2024-02-01,2026-06-28
AST01476,CLI0287,firewall,Ubuntu 20.04,Medium,172.16.249.64,2025-12-12,2026-06-28
AST01477,CLI0393,iot device,Unknown,High,192.168.88.248,2024-05-21,2026-03-30
AST01478,CLI0284,Server,CentOS 7,Medium,10.14.195.184,2024-12-11,2026-03-17
AST01479,CLI0222,workstation,Unknown,Medium,10.67.103.100,2022-10-29,
AST01480,CLI0001,iot device,Windows 10,Low,172.17.254.145,2023-10-02,
AST01481,CLI0436,mobile device,RHEL 8,High,10.8.137.141,2023-10-29,2026-03-01
AST01482,CLI0247,Server,macOS Sonoma,Critical,192.168.187.133,2024-07-23,2025-11-23
AST01483,CLI0486,iot device,Ubuntu 20.04,High,192.168.33.65,2023-04-07,2025-08-21
AST01484,CLI0081,Server,Ubuntu 22.04,Medium,172.30.48.82,2022-09-03,
AST01485,CLI0147,router,Unknown,Critical,172.16.26.106,2023-09-27,
AST01486,CLI0124,Server,macOS Sonoma,High,172.18.193.74,2024-10-04,2025-12-15
AST01487,CLI0375,mobile device,RHEL 8,High,10.44.62.239,2023-03-28,2026-06-17
AST01488,CLI0196,router,RHEL 8,Medium,10.111.95.140,2025-01-17,2025-12-14
AST01489,CLI0201,mobile device,RHEL 8,Medium,10.97.214.8,2025-06-25,2025-10-20
AST01490,CLI0318,iot device,Windows 10,High,172.21.178.53,2023-08-11,2025-11-27
AST01491,CLI0014,Server,Ubuntu 20.04,Low,10.102.0.197,2023-03-15,2026-03-11
AST01492,CLI0491,router,Windows Server 2019,High,172.27.93.106,2024-10-22,
AST01493,CLI0059,Server,Windows Server 2019,High,172.21.116.135,2022-08-22,
AST01494,CLI0466,mobile device,Windows 11,Critical,192.168.222.34,2023-11-18,2026-04-16
AST01495,CLI0107,Server,RHEL 8,Low,10.137.179.212,2022-11-09,2025-10-01
AST01496,CLI0157,firewall,Windows 11,Low,172.19.176.133,2024-07-24,2026-02-14
AST01497,CLI0058,mobile device,Windows Server 2019,High,172.27.233.189,2024-09-30,2026-05-24
AST01498,CLI0285,database,Unknown,High,Unknown,2023-10-13,2025-11-07
AST01499,CLI0325,firewall,Unknown,High,10.243.116.51,2023-11-01,2025-08-04
AST01500,CLI0015,router,macOS Sonoma,High,172.30.240.93,2024-09-05,2026-03-31
AST01501,CLI0067,database,Unknown,Medium,192.168.222.180,2025-06-01,2025-12-19
AST01502,CLI0177,mobile device,Windows Server 2019,High,192.168.172.254,2024-06-04,2025-07-13
AST01503,CLI0518,router,Windows 11,High,10.55.56.207,2024-03-06,2026-04-08
AST01504,CLI0319,cloud instance,Unknown,High,172.21.63.179,2024-07-17,
AST01505,CLI0089,Server,CentOS 7,Low,192.168.101.156,2026-04-20,2026-01-22
AST01506,CLI0187,workstation,Windows 11,High,192.168.27.139,2026-05-17,2025-10-20
AST01507,CLI0174,Server,Ubuntu 22.04,High,172.21.74.123,2024-05-02,2026-02-25
AST01508,CLI0253,cloud instance,Ubuntu 22.04,High,10.41.38.242,2023-03-26,2026-05-08
AST01509,CLI0318,Server,macOS Sonoma,High,192.168.191.158,2022-07-07,
AST01510,CLI0144,Server,RHEL 8,Critical,192.168.108.203,2026-02-22,2026-02-28
AST01511,CLI0280,database,Windows 11,High,192.168.49.15,2024-01-17,
AST01512,CLI0271,workstation,CentOS 7,High,172.25.15.238,2025-10-09,
AST01513,CLI0461,firewall,Windows Server 2019,High,172.27.25.137,2024-06-12,2026-03-26
AST01514,CLI0216,router,RHEL 8,High,10.91.55.202,2025-07-25,
AST01515,CLI0213,iot device,Unknown,Medium,10.203.222.89,2026-02-25,
AST01516,CLI0093,Server,Ubuntu 22.04,High,10.154.151.155,2024-03-27,
AST01517,CLI0033,workstation,Unknown,High,172.25.244.119,2024-01-16,
AST01518,CLI0144,mobile device,Unknown,High,172.28.190.47,2025-03-22,
AST01519,CLI0035,iot device,Windows 10,High,10.51.235.94,2025-02-12,2025-11-24
AST01520,CLI0163,router,CentOS 7,High,10.196.154.95,2025-03-28,2025-07-03
AST01521,CLI0192,iot device,Ubuntu 20.04,Medium,192.168.27.232,2023-09-15,2025-10-01
AST01522,CLI0023,mobile device,Unknown,Critical,192.168.230.137,2024-07-02,2026-03-16
AST01523,CLI0446,router,CentOS 7,High,192.168.57.45,2025-08-20,2026-01-09
AST01524,CLI0383,Server,RHEL 8,Critical,172.18.143.111,2023-02-04,
AST01525,CLI0042,database,Unknown,Low,192.168.232.244,2024-03-26,
AST01526,CLI0411,Server,Windows Server 2019,Medium,172.17.154.51,2026-01-19,
AST01527,CLI0204,Server,Windows 11,Medium,172.16.192.194,2024-08-30,2025-09-02
AST01528,CLI0093,cloud instance,Windows 11,High,10.152.105.243,2025-01-14,
AST01529,CLI0170,mobile device,Windows Server 2019,High,10.202.220.162,2023-06-28,2025-07-29
AST01530,CLI0309,cloud instance,Windows 10,Medium,192.168.252.165,2024-03-20,2025-10-07
AST01531,CLI0448,workstation,Ubuntu 22.04,Medium,192.168.234.181,2022-08-28,
AST01532,CLI0006,mobile device,Windows 11,High,192.168.51.198,2024-01-08,2025-07-27
AST01533,CLI0404,database,CentOS 7,High,192.168.216.85,2024-02-05,
AST01534,CLI0249,workstation,macOS Sonoma,Medium,192.168.40.151,2025-11-03,2025-12-04
AST01535,CLI0410,iot device,Ubuntu 20.04,High,10.155.61.55,2024-12-15,
AST01536,CLI0404,Server,Windows 10,High,192.168.191.155,2024-10-14,2026-06-06
AST01537,CLI0028,database,Unknown,Medium,172.21.241.93,2023-08-08,
AST01538,CLI0371,iot device,Unknown,High,Unknown,2026-02-18,2025-10-06
AST01539,CLI0408,workstation,Ubuntu 22.04,Medium,172.29.66.38,2025-02-14,2025-10-07
AST01540,CLI0217,cloud instance,macOS Sonoma,Low,192.168.113.81,2023-05-24,2025-09-17
AST01541,CLI0185,router,Windows 11,High,192.168.235.217,2024-11-04,2025-10-27
AST01542,CLI0493,Server,Ubuntu 20.04,Critical,172.16.102.243,2023-11-13,
